seed,gamma,h,sigma_epsilon,L,N_code,N_total,epsilon,mode,total_resources,converged,final_error,n_accepted,n_rejected,acceptance_rate,n_syndrome_used,mean_d,sum_F_obs,sum_M_sq,timestamp
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.0000000000e-04,combined_full_likelihood_marg_qt,250254783,False,1.0894834995e-03,50000,0,1.0000000000e+00,259,5.1800000000e-03,6.6705228135e+12,2.0609358951e+10,2026-05-04T23:48:43.568168
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.1242100351e-04,combined_full_likelihood_marg_qt,175369698,True,4.9024820328e-05,39660,0,1.0000000000e+00,199,5.0176500252e-03,4.1417217420e+12,1.2796388580e+10,2026-05-04T23:49:11.938409
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.2638482029e-04,combined_full_likelihood_marg_qt,1167579,True,4.9024820328e-05,280,0,1.0000000000e+00,2,7.1428571429e-03,2.5902475196e+10,8.0211313000e+07,2026-05-04T23:49:12.167862
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.4208308325e-04,combined_full_likelihood_marg_qt,176417469,False,1.1853575706e-03,50000,0,1.0000000000e+00,237,4.7800000000e-03,3.3154835423e+12,1.0243676077e+10,2026-05-04T23:49:47.387255
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.5973122801e-04,combined_full_likelihood_marg_qt,1655154,True,1.5470385551e-04,520,0,1.0000000000e+00,3,5.7692307692e-03,2.7929927972e+10,8.6229772000e+07,2026-05-04T23:49:47.786593
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.7957144944e-04,combined_full_likelihood_marg_qt,796707,True,2.2888183594e-05,280,0,1.0000000000e+00,1,3.5714285714e-03,1.2016472584e+10,3.7087939000e+07,2026-05-04T23:49:48.013583
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,2.0187602547e-04,combined_full_likelihood_marg_qt,248319,True,1.3083219528e-05,100,0,1.0000000000e+00,1,1.0000000000e-02,3.3404103280e+09,1.0340695000e+07,2026-05-04T23:49:48.111657
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,2.2695105367e-04,combined_full_likelihood_marg_qt,418131,True,2.5057792664e-04,200,0,1.0000000000e+00,1,5.0000000000e-03,4.8696338200e+09,1.5034583000e+07,2026-05-04T23:49:48.279073
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,2.5514065200e-04,combined_full_likelihood_marg_qt,773568,True,1.1026859283e-06,390,0,1.0000000000e+00,3,7.6923076923e-03,7.9117496360e+09,2.4488422000e+07,2026-05-04T23:49:48.581204
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,2.8683168133e-04,combined_full_likelihood_marg_qt,4973598,True,2.5057792664e-04,2870,0,1.0000000000e+00,16,5.5749128920e-03,4.6017027820e+10,1.4215773000e+08,2026-05-04T23:49:50.364409
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,3.2245905453e-04,combined_full_likelihood_marg_qt,836208,True,1.9064545631e-04,520,0,1.0000000000e+00,3,5.7692307692e-03,7.0905405760e+09,2.1904842000e+07,2026-05-04T23:49:50.758669
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,3.6251170500e-04,combined_full_likelihood_marg_qt,658188,True,5.8829784393e-05,480,0,1.0000000000e+00,4,8.3333333333e-03,4.8369336080e+09,1.4952628000e+07,2026-05-04T23:49:51.113352
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,4.0753929659e-04,combined_full_likelihood_marg_qt,1453059,True,4.5648217201e-04,1180,0,1.0000000000e+00,11,9.3220338983e-03,9.4983960320e+09,2.9374187000e+07,2026-05-04T23:49:51.862309
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,4.5815976691e-04,combined_full_likelihood_marg_qt,115290,True,2.6473402977e-04,100,0,1.0000000000e+00,1,1.0000000000e-02,6.9845046400e+08,2.1651440000e+06,2026-05-04T23:49:51.960774
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,5.1506780762e-04,combined_full_likelihood_marg_qt,669645,True,5.9813261032e-04,680,0,1.0000000000e+00,3,4.4117647059e-03,3.4742873560e+09,1.0739639000e+07,2026-05-04T23:49:52.403434
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,5.7904439806e-04,combined_full_likelihood_marg_qt,3378141,True,4.4232606888e-04,3900,0,1.0000000000e+00,16,4.1025641026e-03,1.5595132284e+10,4.8167623000e+07,2026-05-04T23:49:54.517428
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,6.5096752305e-04,combined_full_likelihood_marg_qt,1024938,True,6.7001581192e-04,1370,0,1.0000000000e+00,8,5.8394160584e-03,4.1112990160e+09,1.2708734000e+07,2026-05-04T23:49:55.293148
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,7.3182422191e-04,combined_full_likelihood_marg_qt,2087397,True,1.6668438911e-04,3020,0,1.0000000000e+00,9,2.9801324503e-03,7.6221945640e+09,2.3541517000e+07,2026-05-04T23:49:56.854559
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,8.2272413417e-04,combined_full_likelihood_marg_qt,65223,True,4.1836500168e-04,110,0,1.0000000000e+00,1,9.0909090909e-03,1.9812211200e+08,6.1436100000e+05,2026-05-04T23:49:56.948524
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,9.2491472772e-04,combined_full_likelihood_marg_qt,60588,True,7.2994828224e-04,110,0,1.0000000000e+00,1,9.0909090909e-03,1.7547638400e+08,5.4461600000e+05,2026-05-04T23:49:57.036238
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.0397984185e-03,combined_full_likelihood_marg_qt,136044,True,6.7001581192e-04,290,0,1.0000000000e+00,1,3.4482758621e-03,3.3421115200e+08,1.0319600000e+06,2026-05-04T23:49:57.214016
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.1689518165e-03,combined_full_likelihood_marg_qt,158346,True,3.7044286728e-05,370,0,1.0000000000e+00,2,5.4054054054e-03,3.5776606000e+08,1.1067400000e+06,2026-05-04T23:49:57.436937
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.3141473626e-03,combined_full_likelihood_marg_qt,131796,True,2.2661685944e-04,340,0,1.0000000000e+00,2,5.8823529412e-03,2.7302022400e+08,8.4386600000e+05,2026-05-04T23:49:57.640045
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.4773776526e-03,combined_full_likelihood_marg_qt,12141,True,4.7826766968e-04,40,0,1.0000000000e+00,1,2.5000000000e-02,2.0676204000e+07,6.3823000000e+04,2026-05-04T23:49:57.689252
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.6608827826e-03,combined_full_likelihood_marg_qt,5643,True,2.3859739304e-04,20,0,1.0000000000e+00,1,5.0000000000e-02,9.3518200000e+06,2.8867000000e+04,2026-05-04T23:49:57.722655
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.8671810913e-03,combined_full_likelihood_marg_qt,36765,True,9.4771385193e-05,140,0,1.0000000000e+00,1,7.1428571429e-03,5.1532000000e+07,1.5951300000e+05,2026-05-04T23:49:57.821036
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,2.0991037201e-03,combined_full_likelihood_marg_qt,196146,True,5.6216120720e-04,820,0,1.0000000000e+00,2,2.4390243902e-03,2.4905312000e+08,7.6897000000e+05,2026-05-04T23:49:58.259019
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,2.3598334668e-03,combined_full_likelihood_marg_qt,7614,True,1.7126500607e-03,30,0,1.0000000000e+00,1,3.3333333333e-02,9.4782960000e+06,2.9526000000e+04,2026-05-04T23:49:58.299025
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,2.6529484644e-03,combined_full_likelihood_marg_qt,43065,True,3.2249093056e-04,220,0,1.0000000000e+00,2,9.0909090909e-03,4.3428952000e+07,1.3442300000e+05,2026-05-04T23:49:58.432403
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,2.9824712862e-03,combined_full_likelihood_marg_qt,23229,True,1.3074278831e-04,140,0,1.0000000000e+00,1,7.1428571429e-03,2.0623572000e+07,6.3925000000e+04,2026-05-04T23:49:58.527569
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,3.3529241492e-03,combined_full_likelihood_marg_qt,45918,True,3.7041306496e-04,290,0,1.0000000000e+00,1,3.4482758621e-03,3.7699780000e+07,1.1641800000e+05,2026-05-04T23:49:58.695227
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,3.7693909754e-03,combined_full_likelihood_marg_qt,21060,True,6.2209367752e-04,160,0,1.0000000000e+00,2,1.2500000000e-02,1.4538644000e+07,4.5090000000e+04,2026-05-04T23:49:58.799743
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,4.2375871606e-03,combined_full_likelihood_marg_qt,1647,True,9.5763802528e-04,10,0,1.0000000000e+00,1,1.0000000000e-01,1.1896480000e+06,3.6770000000e+03,2026-05-04T23:49:58.825639
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,4.7639380104e-03,combined_full_likelihood_marg_qt,90000,True,1.1876225471e-04,810,0,1.0000000000e+00,2,2.4691358025e-03,5.0531720000e+07,1.5602800000e+05,2026-05-04T23:49:59.248135
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,5.3556669177e-03,combined_full_likelihood_marg_qt,14706,True,4.1836500168e-04,160,0,1.0000000000e+00,1,6.2500000000e-03,6.9926560000e+06,2.1636000000e+04,2026-05-04T23:49:59.349842
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,6.0208944933e-03,combined_full_likelihood_marg_qt,5121,True,2.3717880249e-03,60,0,1.0000000000e+00,1,1.6666666667e-02,2.1674880000e+06,6.7370000000e+03,2026-05-04T23:49:59.402479
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,6.7687500095e-03,combined_full_likelihood_marg_qt,4311,True,4.9024820328e-04,60,0,1.0000000000e+00,1,1.6666666667e-02,1.6599960000e+06,5.1310000000e+03,2026-05-04T23:49:59.453547
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,7.6094966855e-03,combined_full_likelihood_marg_qt,3915,True,3.8459897041e-04,60,0,1.0000000000e+00,1,1.6666666667e-02,1.3483480000e+06,4.1750000000e+03,2026-05-04T23:49:59.504403
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,8.5546725356e-03,combined_full_likelihood_marg_qt,17820,True,3.1051039696e-04,320,0,1.0000000000e+00,2,6.2500000000e-03,5.1060080000e+06,1.5766000000e+04,2026-05-04T23:49:59.685319
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,9.6172487112e-03,combined_full_likelihood_marg_qt,12492,True,3.2249093056e-04,220,0,1.0000000000e+00,1,4.5454545455e-03,3.5156080000e+06,1.0854000000e+04,2026-05-04T23:49:59.814246
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.0811807511e-02,combined_full_likelihood_marg_qt,5076,True,8.9991092682e-04,100,0,1.0000000000e+00,1,1.0000000000e-02,1.2898960000e+06,3.9820000000e+03,2026-05-04T23:49:59.883259
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.2154742501e-02,combined_full_likelihood_marg_qt,5238,True,2.5063753128e-05,110,0,1.0000000000e+00,1,9.0909090909e-03,1.2391600000e+06,3.8380000000e+03,2026-05-04T23:49:59.957980
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.3664483493e-02,combined_full_likelihood_marg_qt,6021,True,1.0895729065e-04,150,0,1.0000000000e+00,1,6.6666666667e-03,1.2244320000e+06,3.7810000000e+03,2026-05-04T23:50:00.051975
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.5361749467e-02,combined_full_likelihood_marg_qt,6183,True,1.0535120964e-03,160,0,1.0000000000e+00,1,6.2500000000e-03,1.1643760000e+06,3.5990000000e+03,2026-05-04T23:50:00.150597
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.7269832907e-02,combined_full_likelihood_marg_qt,17793,True,2.2661685944e-04,580,0,1.0000000000e+00,3,5.1724137931e-03,2.7195480000e+06,8.4050000000e+03,2026-05-04T23:50:00.458813
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.9414919457e-02,combined_full_likelihood_marg_qt,15561,True,1.6668438911e-04,590,0,1.0000000000e+00,3,5.0847457627e-03,2.0185120000e+06,6.2390000000e+03,2026-05-04T23:50:00.773027
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,2.1826447284e-02,combined_full_likelihood_marg_qt,26055,True,4.9245357513e-04,970,0,1.0000000000e+00,5,5.1546391753e-03,3.4132880000e+06,1.0551000000e+04,2026-05-04T23:50:01.272586
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,2.4537511066e-02,combined_full_likelihood_marg_qt,4221,True,6.2426924706e-04,200,0,1.0000000000e+00,1,5.0000000000e-03,4.3793200000e+05,1.3550000000e+03,2026-05-04T23:50:01.390258
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,2.7585316176e-02,combined_full_likelihood_marg_qt,18504,True,1.9403398037e-03,820,0,1.0000000000e+00,3,3.6585365854e-03,2.0055320000e+06,6.1960000000e+03,2026-05-04T23:50:01.818499
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,3.1011689266e-02,combined_full_likelihood_marg_qt,1782,True,1.8444657326e-03,100,0,1.0000000000e+00,1,1.0000000000e-02,1.4682400000e+05,4.5400000000e+02,2026-05-04T23:50:01.885363
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,3.4863652277e-02,combined_full_likelihood_marg_qt,21663,True,2.9852986336e-04,1210,0,1.0000000000e+00,4,3.3057851240e-03,1.8094760000e+06,5.5890000000e+03,2026-05-04T23:50:02.503335
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,3.9194067748e-02,combined_full_likelihood_marg_qt,10287,True,1.0654926300e-03,750,0,1.0000000000e+00,1,1.3333333333e-03,6.2472400000e+05,1.9290000000e+03,2026-05-04T23:50:02.897874
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,4.4062364278e-02,combined_full_likelihood_marg_qt,8046,True,1.0907649994e-05,590,0,1.0000000000e+00,1,1.6949152542e-03,4.8637600000e+05,1.5020000000e+03,2026-05-04T23:50:03.207530
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,4.9535352090e-02,combined_full_likelihood_marg_qt,882,True,1.0678172112e-04,70,0,1.0000000000e+00,1,1.4285714286e-02,4.9624000000e+04,1.5400000000e+02,2026-05-04T23:50:03.261916
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,5.5688139909e-02,combined_full_likelihood_marg_qt,24930,True,1.3074278831e-04,2770,0,1.0000000000e+00,2,7.2202166065e-04,8.9734400000e+05,2.7700000000e+03,2026-05-04T23:50:04.637401
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,6.2605165720e-02,combined_full_likelihood_marg_qt,13050,True,1.6309320927e-03,1450,0,1.0000000000e+00,3,2.0689655172e-03,4.6959600000e+05,1.4500000000e+03,2026-05-04T23:50:05.348792
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,7.0381355549e-02,combined_full_likelihood_marg_qt,10080,True,4.5648217201e-04,1120,0,1.0000000000e+00,2,1.7857142857e-03,3.6274400000e+05,1.1200000000e+03,2026-05-04T23:50:05.900728
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,7.9123426190e-02,combined_full_likelihood_marg_qt,143010,True,1.3291835785e-04,15890,0,1.0000000000e+00,20,1.2586532410e-03,5.1470000000e+06,1.5890000000e+04,2026-05-04T23:50:13.444774
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,8.8951349731e-02,combined_full_likelihood_marg_qt,450000,False,7.9631692171e-01,50000,0,1.0000000000e+00,33,6.6000000000e-04,1.6197756000e+07,5.0000000000e+04,2026-05-04T23:50:37.248036
10,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.0000000000e-01,combined_full_likelihood_marg_qt,900,True,9.3322247267e-02,100,0,1.0000000000e+00,1,1.0000000000e-02,3.2332000000e+04,1.0000000000e+02,2026-05-04T23:50:37.317403
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.0000000000e-04,combined_full_likelihood_marg_qt,189413055,True,1.1026859283e-06,37800,0,1.0000000000e+00,199,5.2645502646e-03,5.0530454892e+12,1.5612928651e+10,2026-05-04T23:48:33.079842
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.1242100351e-04,combined_full_likelihood_marg_qt,108375030,True,1.3074278831e-04,24240,0,1.0000000000e+00,117,4.8267326733e-03,2.5759827761e+12,7.9597509980e+09,2026-05-04T23:48:50.748484
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.2638482029e-04,combined_full_likelihood_marg_qt,11404026,True,1.4489889145e-04,2880,0,1.0000000000e+00,11,3.8194444444e-03,2.4038983344e+11,7.4217059200e+08,2026-05-04T23:48:52.617218
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.4208308325e-04,combined_full_likelihood_marg_qt,12671046,True,9.4771385193e-05,3590,0,1.0000000000e+00,21,5.8495821727e-03,2.3847562095e+11,7.3683061000e+08,2026-05-04T23:48:54.948916
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.5973122801e-04,combined_full_likelihood_marg_qt,157020183,False,9.8487436771e-02,50000,0,1.0000000000e+00,250,5.0200000000e-03,2.6191913773e+12,8.0924442070e+09,2026-05-04T23:49:28.385582
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.7957144944e-04,combined_full_likelihood_marg_qt,139123638,False,7.8988075256e-04,50000,0,1.0000000000e+00,271,5.4600000000e-03,2.0614694271e+12,6.3701424480e+09,2026-05-04T23:50:02.388022
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,2.0187602547e-04,combined_full_likelihood_marg_qt,305424,True,1.1876225471e-04,130,0,1.0000000000e+00,1,7.6923076923e-03,3.9132612360e+09,1.2098006000e+07,2026-05-04T23:50:02.508542
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,2.2695105367e-04,combined_full_likelihood_marg_qt,582246,True,2.0265579224e-04,270,0,1.0000000000e+00,1,3.7037037037e-03,6.6591636880e+09,2.0563694000e+07,2026-05-04T23:50:02.729990
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,2.5514065200e-04,combined_full_likelihood_marg_qt,5732523,True,6.1005353928e-05,2940,0,1.0000000000e+00,18,6.1224489796e-03,5.9592613540e+10,1.8410993700e+08,2026-05-04T23:50:04.828442
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,2.8683168133e-04,combined_full_likelihood_marg_qt,402165,True,3.1268596649e-04,240,0,1.0000000000e+00,1,4.1666666667e-03,3.5967049720e+09,1.1120851000e+07,2026-05-04T23:50:05.026288
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,3.2245905453e-04,combined_full_likelihood_marg_qt,526329,True,3.1051039696e-04,340,0,1.0000000000e+00,4,1.1764705882e-02,4.3661064800e+09,1.3500209000e+07,2026-05-04T23:50:05.294884
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,3.6251170500e-04,combined_full_likelihood_marg_qt,665919,True,3.9440393448e-04,480,0,1.0000000000e+00,3,6.2500000000e-03,4.8735726320e+09,1.5055303000e+07,2026-05-04T23:50:05.659613
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,4.0753929659e-04,combined_full_likelihood_marg_qt,223650,True,1.9064545631e-04,180,0,1.0000000000e+00,1,5.5555555556e-03,1.4556986440e+09,4.5033340000e+06,2026-05-04T23:50:05.813445
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,4.5815976691e-04,combined_full_likelihood_marg_qt,54828882,False,7.0598721504e-04,50000,0,1.0000000000e+00,230,4.6000000000e-03,3.1955755224e+11,9.8719318200e+08,2026-05-04T23:50:36.593343
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,5.1506780762e-04,combined_full_likelihood_marg_qt,321534,True,4.6628713608e-04,340,0,1.0000000000e+00,1,2.9411764706e-03,1.6047935560e+09,4.9594940000e+06,2026-05-04T23:50:36.870513
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,5.7904439806e-04,combined_full_likelihood_marg_qt,428220,True,5.8612227440e-04,480,0,1.0000000000e+00,2,4.1666666667e-03,1.9813745320e+09,6.1277020000e+06,2026-05-04T23:50:37.238382
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,6.5096752305e-04,combined_full_likelihood_marg_qt,2706669,True,5.1423907280e-04,3560,0,1.0000000000e+00,17,4.7752808989e-03,1.1043057848e+10,3.4122521000e+07,2026-05-04T23:50:39.287276
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,7.3182422191e-04,combined_full_likelihood_marg_qt,125424,True,2.8651952744e-04,190,0,1.0000000000e+00,2,1.0526315789e-02,4.5001081600e+08,1.3934640000e+06,2026-05-04T23:50:39.444034
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,8.2272413417e-04,combined_full_likelihood_marg_qt,167787,True,7.5390934944e-04,270,0,1.0000000000e+00,1,3.7037037037e-03,5.4781653600e+08,1.6908390000e+06,2026-05-04T23:50:39.626321
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,9.2491472772e-04,combined_full_likelihood_marg_qt,31977,True,2.2661685944e-04,60,0,1.0000000000e+00,1,1.6666666667e-02,9.1076440000e+07,2.8173500000e+05,2026-05-04T23:50:39.691366
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.0397984185e-03,combined_full_likelihood_marg_qt,168174,True,1.0775029659e-03,330,0,1.0000000000e+00,2,6.0606060606e-03,4.4868932800e+08,1.3859740000e+06,2026-05-04T23:50:39.901494
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.1689518165e-03,combined_full_likelihood_marg_qt,75555,True,7.2994828224e-04,170,0,1.0000000000e+00,1,5.8823529412e-03,1.7612963200e+08,5.4372100000e+05,2026-05-04T23:50:40.023625
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.3141473626e-03,combined_full_likelihood_marg_qt,34560,True,6.4605474472e-04,90,0,1.0000000000e+00,1,1.1111111111e-02,7.0786816000e+07,2.1913600000e+05,2026-05-04T23:50:40.107069
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.4773776526e-03,combined_full_likelihood_marg_qt,89856,True,5.3820014000e-04,260,0,1.0000000000e+00,1,3.8461538462e-03,1.6398223200e+08,5.0673000000e+05,2026-05-04T23:50:40.278931
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.6608827826e-03,combined_full_likelihood_marg_qt,249831,True,8.6176395416e-04,840,0,1.0000000000e+00,5,5.9523809524e-03,3.9207264400e+08,1.2119590000e+06,2026-05-04T23:50:40.785606
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,1.8671810913e-03,combined_full_likelihood_marg_qt,8154,True,8.3780288696e-04,30,0,1.0000000000e+00,1,3.3333333333e-02,1.1497900000e+07,3.5548000000e+04,2026-05-04T23:50:40.829034
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,2.0991037201e-03,combined_full_likelihood_marg_qt,199224,True,5.8612227440e-04,840,0,1.0000000000e+00,2,2.3809523810e-03,2.5241328400e+08,7.7911400000e+05,2026-05-04T23:50:41.333078
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,2.3598334668e-03,combined_full_likelihood_marg_qt,18495,True,7.1796774864e-04,80,0,1.0000000000e+00,1,1.2500000000e-02,2.2304140000e+07,6.9143000000e+04,2026-05-04T23:50:41.409499
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,2.6529484644e-03,combined_full_likelihood_marg_qt,23769,True,3.5843253136e-04,130,0,1.0000000000e+00,1,7.6923076923e-03,2.3590804000e+07,7.2953000000e+04,2026-05-04T23:50:41.506636
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,2.9824712862e-03,combined_full_likelihood_marg_qt,10053,True,7.4192881584e-04,60,0,1.0000000000e+00,1,1.6666666667e-02,8.8737480000e+06,2.7509000000e+04,2026-05-04T23:50:41.563861
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,3.3529241492e-03,combined_full_likelihood_marg_qt,246393,True,6.1011314392e-04,1610,0,1.0000000000e+00,5,3.1055900621e-03,1.9791836000e+08,6.1114100000e+05,2026-05-04T23:50:42.461815
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,3.7693909754e-03,combined_full_likelihood_marg_qt,38826,True,5.2621960640e-04,280,0,1.0000000000e+00,2,7.1428571429e-03,2.8088836000e+07,8.6878000000e+04,2026-05-04T23:50:42.637079
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,4.2375871606e-03,combined_full_likelihood_marg_qt,2142,True,2.7433037758e-03,20,0,1.0000000000e+00,1,5.0000000000e-02,1.2728160000e+06,3.9360000000e+03,2026-05-04T23:50:42.671825
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,4.7639380104e-03,combined_full_likelihood_marg_qt,11889,True,8.3780288696e-04,110,0,1.0000000000e+00,1,9.0909090909e-03,6.5645640000e+06,2.0329000000e+04,2026-05-04T23:50:42.759161
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,5.3556669177e-03,combined_full_likelihood_marg_qt,13554,True,3.8239359856e-04,140,0,1.0000000000e+00,1,7.1428571429e-03,6.9273720000e+06,2.1428000000e+04,2026-05-04T23:50:42.863752
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,6.0208944933e-03,combined_full_likelihood_marg_qt,47313,True,4.6628713608e-04,520,0,1.0000000000e+00,2,3.8461538462e-03,2.1673492000e+07,6.6951000000e+04,2026-05-04T23:50:43.172826
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,6.7687500095e-03,combined_full_likelihood_marg_qt,23787,True,6.9400668144e-04,320,0,1.0000000000e+00,2,6.2500000000e-03,9.1670840000e+06,2.8309000000e+04,2026-05-04T23:50:43.372828
9,1.0000000000e-02,0.0000000000e+00,1.0000000000e-02,1,3,9,7.6094966855e-03,combined_full_likelihood_marg_qt,3258,True,1.2093782425e-04,50,0,1.0000000000e+00,1,2.0000000000e-02,1.1303560000e+06,3.4940000000e+03,2026-05-04T23:50:43.422707
